True Label,Predicted Label,Content
contribution,proposition,"italic_Gamma POSTSUPERSCRIPT_start OPEN_( NUM CLOSE_) italic_d italic_i italic_v POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_Lambda POSTSUBSCRIPT_end RELOP_equals INTOP_integral italic_d POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end italic_x POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end INTOP_integral FRACOP_italic_divide ARG_start italic_d POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end italic_p POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ARG_end ARG_start OPEN_( NUM italic_pi CLOSE_) POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end ATOM POSTSUBSCRIPT_start FLOATSUBSCRIPT_start FLOATSUBSCRIPT_start FLOATSUBSCRIPT_start italic_X FLOATSUBSCRIPT_end FLOATSUBSCRIPT_end FLOATSUBSCRIPT_end POSTSUBSCRIPT_end POSTSUBSCRIPT_start italic_Lambda POSTSUBSCRIPT_end OPEN_{ FRACOP_italic_divide ARG_start NUM ARG_end ARG_start italic_p POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end OPEN_( italic_i caligraphic_B POSTSUBSCRIPT_start italic_rho POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end OPEN_( italic_x POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_) italic_p POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_rho POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_end ADDOP_plus caligraphic_C OPEN_( italic_x POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_) CLOSE_) CLOSE_} POSTSUBSCRIPT_start VERTBAR_mid POSTSUBSCRIPT_start italic_d italic_i italic_v POSTSUBSCRIPT_end POSTSUBSCRIPT_end which identically vanishes using dimensional regularization , FRACOP_italic_divide ARG_start NUM ARG_end ARG_start OPEN_( NUM italic_pi CLOSE_) POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end INTOP_integral italic_d POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end italic_p FRACOP_italic_divide ARG_start NUM ARG_end ARG_start italic_p POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end ARROW_rightarrow FRACOP_italic_divide ARG_start italic_i ARG_end ARG_start OPEN_( NUM italic_pi CLOSE_) POSTSUPERSCRIPT_start italic_d POSTSUPERSCRIPT_end ARG_end INTOP_integral italic_d POSTSUPERSCRIPT_start italic_d POSTSUPERSCRIPT_end italic_p FRACOP_italic_divide ARG_start NUM ARG_end ARG_start italic_p POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end RELOP_equals NUM for the evaluation we have wick - rotated the integral italic_p POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARROW_rightarrow italic_i italic_p POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end and ana - lytically continued it to italic_d RELOP_equals NUM ADDOP_minus italic_varepsilon dimensions as we will do for all the integrals below .                                                                                                                                                                                                                                                                                                "
contribution,related work,"since the lack of a common graph query language kept coming up in ldbc benchmark discussions , it was decided in NUM to create a task force to work on a common direction for property graph query languages . the authors are members of this task - force .                                                                                                                                                                                                                                                                                                                                                                                                                                                                               "
contribution,remark,"when economic capital for a portfolio is determined by means of a homogeneous risk measure , according to the euler allocation principle - to be introduced in section ref - the risk contributions of assets should be calculated as partial derivatives of the portfolio - wide economic capital with respect to the exposures . in section ref we will then derive formulae for the derivatives of value - at - risk as defined by ( ref ) and expected shortfall as defined in remark ref in the context of the asymptotic multi - factor model of section ref .                                                                                                                                                                                                                                                                                                                                                                                                                             "
contribution,result,"now , when we have leaned the born cross sections for the processes , we are interested in the calculation of the perturbative corrections related with the emission of the hard or soft real and virtual photons . in this section we take into account the last two processes which are universal for both dirac and majorana cases .                                                                                                                                                                                                                                                                                                                                                                                                                                                                     "
contribution,simulation,"the task is now to compute the pressure fluctuation in the npt - ensemble . we note first for the npt - weight of a configuration at volume OVERACCENT_hat ARG_start italic_V ARG_end that OPEN_[ italic_e POSTSUPERSCRIPT_start ADDOP_minus italic_beta OPEN_( caligraphic_H POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end OPEN_( OVERACCENT_hat ARG_start italic_V ARG_end CLOSE_) ADDOP_plus italic_P OVERACCENT_hat ARG_start italic_V ARG_end CLOSE_) POSTSUPERSCRIPT_end CLOSE_] POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end RELOP_equals italic_beta OPEN_( OVERACCENT_hat ARG_start italic_P ARG_end ADDOP_minus italic_P CLOSE_) italic_e POSTSUPERSCRIPT_start ADDOP_minus italic_beta OPEN_( caligraphic_H POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end OPEN_( OVERACCENT_hat ARG_start italic_V ARG_end CLOSE_) ADDOP_plus italic_P OVERACCENT_hat ARG_start italic_V ARG_end CLOSE_) POSTSUPERSCRIPT_end ATOM OVERACCENT_hat ARG_start italic_P ARG_end RELOP_equivalent_to ADDOP_minus caligraphic_H POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end OPEN_( OVERACCENT_hat ARG_start italic_V ARG_end CLOSE_) ( OVERACCENT_hat ARG_start italic_P ARG_end <unk> defines the instantaneous total pressure OVERACCENT_hat ARG_start italic_P ARG_end RELOP_equals OVERACCENT_hat ARG_start italic_P ARG_end POSTSUBSCRIPT_start id POSTSUBSCRIPT_end ADDOP_plus OVERACCENT_hat ARG_start italic_P ARG_end POSTSUBSCRIPT_start ex POSTSUBSCRIPT_end . note that this definition is consistent with the mc - gauge , eq . ( ref ) , for OVERACCENT_hat ARG_start italic_P ARG_end POSTSUBSCRIPT_start id POSTSUBSCRIPT_end and eq . ( ref ) . as shown in appendix ref , OVERACCENT_hat ARG_start italic_P ARG_end POSTSUBSCRIPT_start ex POSTSUBSCRIPT_end RELOP_equivalent_to ADDOP_minus italic_U POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end OPEN_( OVERACCENT_hat ARG_start italic_V ARG_end CLOSE_) is also consistent with the kirkwood excess pressure , eq . ( ref ) , for pair potentials . using eq . ( ref ) the second moment OPEN_langle OPEN_( OVERACCENT_hat ARG_start italic_P ARG_end ADDOP_minus italic_P CLOSE_) POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end CLOSE_rangle can be readily obtained by integration by parts . this yields italic_eta POSTSUBSCRIPT_start A POSTSUBSCRIPT_end RELOP_equivalent_to italic_eta POSTSUBSCRIPT_start F POSTSUBSCRIPT_end VERTBAR_| POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals ADDOP_minus italic_V OPEN_langle OVERACCENT_hat ARG_start italic_P ARG_end POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end OPEN_( OVERACCENT_hat ARG_start italic_V ARG_end CLOSE_) CLOSE_rangle VERTBAR_| POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals italic_V OPEN_langle caligraphic_H POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end POSTSUPERSCRIPT_start SUPOP_prime SUPOP_prime POSTSUPERSCRIPT_end OPEN_( OVERACCENT_hat ARG_start italic_V ARG_end CLOSE_) CLOSE_rangle VERTBAR_| POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end where apriori the average is understood to be taken over all states italic_s of the system and all volumes OVERACCENT_hat ARG_start italic_V ARG_end at imposed italic_P . ( the boundary terms for the integration by parts over OVERACCENT_hat ARG_start italic_V ARG_end can be neglected for sufficiently large systems since the npt - weight for OVERACCENT_hat ARG_start italic_V ARG_end gets strongly peaked around italic_V . ) it is of importance that the fluctuation italic_eta POSTSUBSCRIPT_start F POSTSUBSCRIPT_end VERTBAR_| POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end has thus been reduced to a simple average . this allows its computation more conveniently by nvt - ensemble simulations . using eq . ( ref ) it follows further that italic_eta POSTSUBSCRIPT_start A POSTSUBSCRIPT_end RELOP_equals italic_eta POSTSUBSCRIPT_start A PUNCT_, id POSTSUBSCRIPT_end ADDOP_plus italic_eta POSTSUBSCRIPT_start A PUNCT_, ex POSTSUBSCRIPT_end with italic_eta POSTSUBSCRIPT_start A PUNCT_, id POSTSUBSCRIPT_end RELOP_equivalent_to italic_V OPEN_langle ADDOP_minus italic_k POSTSUBSCRIPT_start B POSTSUBSCRIPT_end italic_T italic_N OPFUNCTION_logarithm OPEN_( OVERACCENT_hat ARG_start italic_V ARG_end CLOSE_) POSTSUPERSCRIPT_start SUPOP_prime SUPOP_prime POSTSUPERSCRIPT_end CLOSE_rangle VERTBAR_| POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_approximately_equals italic_P POSTSUBSCRIPT_start id POSTSUBSCRIPT_end italic_eta POSTSUBSCRIPT_start A PUNCT_, ex POSTSUBSCRIPT_end RELOP_equivalent_to italic_V OPEN_langle italic_U POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end POSTSUPERSCRIPT_start SUPOP_prime SUPOP_prime POSTSUPERSCRIPT_end OPEN_( OVERACCENT_hat ARG_start italic_V ARG_end CLOSE_) CLOSE_rangle VERTBAR_| POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end where"
definition,abstract,"a maya diagram italic_M is a subset of the integers that contains a finite number of positive integers and excludes a finite number of negative integers . we visualize it as an infinite row of boxes which are empty or filled . we order these boxes by corresponding them to the set of integers and therefore we define an origin . to the right of the origin , there are only finitely many filled boxes . each of these filled boxes corresponds to a non - negative integer italic_a RELOP_greater_than_or_equals NUM . all filled boxes to the right of the origin are labeled by a finite decreasing sequence italic_a POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_greater_than italic_a POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_greater_than ID_cdots RELOP_greater_than italic_a POSTSUBSCRIPT_start italic_r POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end RELOP_greater_than_or_equals NUM where italic_r POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end is the number of filled boxes to the right of the origin .                                                                                                                                                                                                                                                                                                                                                                             "
definition,acknowledgement,"i would like to thank akio tamagawa for several discussions we had on the topic of this paper , as well as for his help with some technical details . part of this work was done while the author was visiting the research institute of mathematical sciences ( rims ) of kyoto university . i would like very much to thank the members of the institute for their hospitality .                                                                                                                                                                                                                                                                                                                                                                                                                                                          "
definition,caption,"the adjoint cubic string initial value problems : italic_phi POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_xi italic_xi italic_xi POSTSUBSCRIPT_end OPEN_( italic_xi CLOSE_) RELOP_equals italic_z italic_g OPEN_( italic_xi CLOSE_) italic_phi POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end OPEN_( italic_xi CLOSE_) NUM RELOP_less_than italic_xi RELOP_less_than NUM with nonzero initial values : type NUM : italic_phi POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_xi italic_xi POSTSUBSCRIPT_end OPEN_( NUM CLOSE_) RELOP_equals NUM , type NUM : italic_phi POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_xi POSTSUBSCRIPT_end OPEN_( NUM CLOSE_) RELOP_equals NUM , type NUM : italic_phi POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end OPEN_( NUM CLOSE_) RELOP_equals NUM PERIOD_.                                                                                                                                                                                                                                                                                                                                                                                                                                       "
definition,conclusion,"in our previous work citationelement , we studied the hydrodynamics of polar liquid crystals with local bold_italic_C POSTSUBSCRIPT_start ID_bold_infinity bold_italic_v POSTSUBSCRIPT_end - symmetry . we applied the poisson - bracket formalism citationelement to derive the hydrodynamic equations for the conserved variables - - mass and momentum densities - - as well as for the polar director field . we obtained a microscopic expression for the flow alignment parameter bold_italic_lambda citationelement and showed that the hydrodynamic equation for the polar director field have the same form as its nematic counterpart , albeit with a different bold_italic_lambda citationelement . as mentioned in the introduction , we have introduced the polarization bold_P as the order parameter characterizing the polar liquid phase in uniaxial systems . in the case of a biaxial phase in which one of the two director fields is polar , we will need to employ the alignment tensor bold_italic_Q POSTSUBSCRIPT_start bold_italic_i bold_italic_j POSTSUBSCRIPT_end in conjunction to the alignment or polarization vector bold_P in order to fully characterize the polar phase .                                                                                                                                                                                                                                                                                                                                                     "
definition,contribution,"in the large - italic_N limit sudakov logarithms exponentiate as follows : italic_F POSTSUBSCRIPT_start italic_N POSTSUBSCRIPT_end POSTSUPERSCRIPT_start ATOM POSTSUPERSCRIPT_end OPEN_( italic_m PUNCT_; italic_mu POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end CLOSE_) RELOP_equals OVERACCENT_tilde ARG_start italic_H ARG_end OPEN_( italic_m PUNCT_; italic_mu POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end CLOSE_) OVERACCENT_tilde ARG_start italic_S ARG_end POSTSUBSCRIPT_start italic_N POSTSUBSCRIPT_end OPEN_( italic_m PUNCT_; italic_mu POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end CLOSE_) ADDOP_plus caligraphic_O OPEN_( NUM MULOP_divide italic_N CLOSE_) PUNCT_, where OVERACCENT_tilde ARG_start italic_S ARG_end POSTSUBSCRIPT_start italic_N POSTSUBSCRIPT_end OPEN_( italic_m PUNCT_; italic_mu POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end CLOSE_) RELOP_equals OPFUNCTION_exponential OPEN_{ SUMOP_sum POSTSUBSCRIPT_start italic_n RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start italic_alpha POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end OPEN_( italic_m CLOSE_) ARG_end ARG_start italic_pi ARG_end CLOSE_) POSTSUPERSCRIPT_start italic_n POSTSUPERSCRIPT_end OPEN_[ SUMOP_sum POSTSUBSCRIPT_start italic_k RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_n ADDOP_plus NUM POSTSUPERSCRIPT_end italic_C POSTSUBSCRIPT_start italic_n PUNCT_, italic_k POSTSUBSCRIPT_end OPFUNCTION_natural_logarithm POSTSUPERSCRIPT_start italic_k POSTSUPERSCRIPT_end italic_N ADDOP_plus caligraphic_O OPEN_( NUM CLOSE_) CLOSE_] CLOSE_} RELOP_equals OPFUNCTION_exponential OPEN_{ INTOP_integral POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end italic_d italic_x FRACOP_italic_divide ARG_start italic_x POSTSUPERSCRIPT_start italic_N ADDOP_minus NUM POSTSUPERSCRIPT_end ADDOP_minus NUM ARG_end ARG_start NUM ADDOP_minus italic_x ARG_end OPEN_[ INTOP_integral POSTSUBSCRIPT_start OPEN_( NUM ADDOP_minus italic_x CLOSE_) italic_m POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_mu POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end POSTSUPERSCRIPT_end FRACOP_italic_divide ARG_start NUM italic_d italic_mu ARG_end ARG_start italic_mu ARG_end caligraphic_A OPEN_( italic_alpha POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end OPEN_( italic_mu CLOSE_) CLOSE_) ADDOP_minus caligraphic_D OPEN_( italic_alpha POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end OPEN_( OPEN_( NUM ADDOP_minus italic_x CLOSE_) italic_m CLOSE_) CLOSE_) CLOSE_] CLOSE_} PERIOD_. here caligraphic_A and caligraphic_D are sudakov anomalous dimensions having the following perturbative expansions in the OVERACCENT_overline ARG_start MS ARG_end renormalization scheme : caligraphic_A OPEN_( italic_alpha POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end OPEN_( italic_mu CLOSE_) CLOSE_) RELOP_equals SUMOP_sum POSTSUBSCRIPT_start italic_n RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end italic_A POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OVERACCENT_overline ARG_start MS ARG_end POSTSUPERSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start italic_alpha POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OVERACCENT_overline ARG_start MS ARG_end POSTSUPERSCRIPT_end OPEN_( italic_mu CLOSE_) ARG_end ARG_start italic_pi ARG_end CLOSE_) POSTSUPERSCRIPT_start italic_n POSTSUPERSCRIPT_end RELOP_equals FRACOP_italic_divide ARG_start italic_C POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end ARG_end ARG_start italic_beta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ARG_end SUMOP_sum POSTSUBSCRIPT_start italic_n RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end italic_a POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OVERACCENT_overline ARG_start MS ARG_end POSTSUPERSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start italic_beta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end italic_alpha POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OVERACCENT_overline ARG_start MS ARG_end POSTSUPERSCRIPT_end OPEN_( italic_mu CLOSE_) ARG_end ARG_start italic_pi ARG_end CLOSE_) POSTSUPERSCRIPT_start italic_n POSTSUPERSCRIPT_end PUNCT_, caligraphic_D OPEN_( italic_alpha POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end OPEN_( italic_mu CLOSE_) CLOSE_) RELOP_equals SUMOP_sum POSTSUBSCRIPT_start italic_n RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end italic_D POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OVERACCENT_overline ARG_start MS ARG_end POSTSUPERSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start italic_alpha POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OVERACCENT_overline ARG_start MS ARG_end POSTSUPERSCRIPT_end OPEN_( italic_mu CLOSE_) ARG_end ARG_start italic_pi ARG_end CLOSE_) POSTSUPERSCRIPT_start italic_n POSTSUPERSCRIPT_end RELOP_equals FRACOP_italic_divide ARG_start italic_C POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end ARG_end ARG_start italic_beta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ARG_end SUMOP_sum POSTSUBSCRIPT_start italic_n RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end italic_d POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OVERACCENT_overline ARG_start MS ARG_end POSTSUPERSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start italic_beta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end italic_alpha POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OVERACCENT_overline ARG_start MS ARG_end POSTSUPERSCRIPT_end OPEN_( italic_mu CLOSE_) ARG_end ARG_start italic_pi ARG_end CLOSE_) POSTSUPERSCRIPT_start italic_n POSTSUPERSCRIPT_end PUNCT_, where the normalization is such that italic_a POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals italic_d POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals NUM . the coefficients italic_a POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OVERACCENT_overline ARG_start MS ARG_end POSTSUPERSCRIPT_end and italic_a POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OVERACCENT_overline"
definition,example,"a scorza variety is defined by two integers italic_delta and italic_m , with italic_delta RELOP_element_of OPEN_{ NUM PUNCT_, NUM PUNCT_, NUM CLOSE_} and italic_m RELOP_greater_than_or_equals NUM . if italic_delta RELOP_equals NUM then we must have italic_m RELOP_equals NUM . the corresponding homogeneous varieties are as follows ( a generic hyperplane section of a scorza variety turns out to be itself homogeneous ; this homogeneous space is described in the third column ) : ARRAY ROW_start CELL_start italic_delta CELL_end CELL_start italic_X OPEN_( italic_delta PUNCT_, italic_m CLOSE_) CELL_end CELL_start italic_X OPEN_( italic_delta CLOSE_) ADDOP_intersection italic_H CELL_end ROW_end ROW_start CELL_start NUM CELL_end CELL_start blackboard_P POSTSUPERSCRIPT_start italic_m ADDOP_minus NUM POSTSUPERSCRIPT_end MULOP_times blackboard_P POSTSUPERSCRIPT_start italic_m ADDOP_minus NUM POSTSUPERSCRIPT_end CELL_end CELL_start blackboard_F OPEN_( NUM PUNCT_, italic_m ADDOP_minus NUM PUNCT_, italic_m CLOSE_) CELL_end ROW_end ROW_start CELL_start NUM CELL_end CELL_start blackboard_G OPEN_( NUM PUNCT_, NUM italic_m CLOSE_) CELL_end CELL_start blackboard_G POSTSUBSCRIPT_start italic_omega POSTSUBSCRIPT_end OPEN_( NUM PUNCT_, NUM italic_m CLOSE_) CELL_end ROW_end ROW_start CELL_start NUM CELL_end CELL_start italic_E POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end MULOP_divide italic_P POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CELL_end CELL_start italic_F POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end MULOP_divide italic_P POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CELL_end ROW_end ARRAY                                                                                                                                                                                                                                                                                                                                           "
definition,experiment,the algorithmic implementation of italic_F POSTSUBSCRIPT_start ATOM POSTSUBSCRIPT_end is described subsequently . it does not imply rejections :                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
definition,introduction,"an affine real algebraic set is the the common zero set of a finite number of real polynomials in blackboard_R OPEN_[ italic_x POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_ldots PUNCT_, italic_x POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end CLOSE_] for some italic_k RELOP_greater_than_or_equals NUM . a real algebraic set has a topology induced from blackboard_R POSTSUPERSCRIPT_start italic_k POSTSUPERSCRIPT_end equipped with the euclidean topology which is called the classical topology . a real semi - algebraic set is a subset of blackboard_R POSTSUPERSCRIPT_start italic_k POSTSUPERSCRIPT_end for some italic_k , which is a finite union of sets each determined by a finite number of polynomial inequalities .                                                                                                                                                                                                                                                                                                                                                                                                                             "
definition,model,"we define NUM reference models . these models have some shared characteristics : they all consider NUM firms ( italic_n RELOP_equals NUM ) , on a time interval divided into NUM periods ( italic_T RELOP_equals NUM ) , with a direct default probability italic_p RELOP_equals NUM and an infection probability italic_q RELOP_equals NUM . the four models are distinguished on the nature of direct defaults or infections , i . i . d . or not ( depending on the two parameters italic_sigma POSTSUBSCRIPT_start italic_X POSTSUBSCRIPT_end and italic_sigma POSTSUBSCRIPT_start italic_Y POSTSUBSCRIPT_end ) and on the infections number that is required to cause a default , depending on the function italic_f . the specificities of the four models are presented hereafter : * model NUM : italic_sigma POSTSUBSCRIPT_start italic_X POSTSUBSCRIPT_end RELOP_equals NUM , italic_sigma POSTSUBSCRIPT_start italic_Y POSTSUBSCRIPT_end RELOP_equals NUM , italic_f OPEN_( italic_x CLOSE_) RELOP_equals POSTSUBSCRIPT_start italic_x RELOP_greater_than_or_equals NUM POSTSUBSCRIPT_end ( i . i . d . case , one required contamination ) . * model NUM : italic_sigma POSTSUBSCRIPT_start italic_X POSTSUBSCRIPT_end RELOP_equals NUM , italic_sigma POSTSUBSCRIPT_start italic_Y POSTSUBSCRIPT_end RELOP_equals NUM , italic_f OPEN_( italic_x CLOSE_) RELOP_equals POSTSUBSCRIPT_start italic_x RELOP_greater_than_or_equals NUM POSTSUBSCRIPT_end ( i . i . d . case , two required contaminations ) . * model NUM : italic_sigma POSTSUBSCRIPT_start italic_X POSTSUBSCRIPT_end RELOP_equals NUM , italic_sigma POSTSUBSCRIPT_start italic_Y POSTSUBSCRIPT_end RELOP_equals NUM , italic_f OPEN_( italic_x CLOSE_) RELOP_equals POSTSUBSCRIPT_start italic_x RELOP_greater_than_or_equals NUM POSTSUBSCRIPT_end ( exchangeable case , one required contamination ) . * model NUM : italic_sigma POSTSUBSCRIPT_start italic_X POSTSUBSCRIPT_end RELOP_equals NUM , italic_sigma POSTSUBSCRIPT_start italic_Y POSTSUBSCRIPT_end RELOP_equals NUM , italic_f OPEN_( italic_x CLOSE_) RELOP_equals POSTSUBSCRIPT_start italic_x RELOP_greater_than_or_equals NUM POSTSUBSCRIPT_end ( exchangeable case , two required contaminations ) .                                                                                                                                                                                                                                         "
definition,notation,"we use the notation OVERACCENT_overrightarrow ARG_start italic_alpha ARG_end to denote a potentially infinite sequence of actions italic_alpha POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PERIOD_. italic_alpha POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PERIOD_. PERIOD_. ID_cdots PERIOD_. italic_alpha POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end OPEN_( PERIOD_. ID_cdots CLOSE_) ( the empty sequence is denoted by OVERACCENT_overrightarrow ARG_start italic_varepsilon ARG_end ) . the empty sequence follows the rule OVERACCENT_overrightarrow ARG_start italic_alpha ARG_end PERIOD_. OVERACCENT_overrightarrow ARG_start italic_varepsilon ARG_end RELOP_equals OVERACCENT_overrightarrow ARG_start italic_varepsilon ARG_end PERIOD_. OVERACCENT_overrightarrow ARG_start italic_alpha ARG_end RELOP_equals OVERACCENT_overrightarrow ARG_start italic_alpha ARG_end , for all OVERACCENT_overrightarrow ARG_start italic_alpha ARG_end . we denote the italic_i - th term of the sequence OVERACCENT_overrightarrow ARG_start italic_alpha ARG_end by OPEN_( OVERACCENT_overrightarrow ARG_start italic_alpha ARG_end CLOSE_) POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end .                                                                                                                                                                                                                                                                                                                                                                                                               "
definition,observation,"the italic_S italic_p italic_i italic_t italic_z italic_e italic_r observations targeted a subsample of NUM galaxies from vlahakis et al . ( NUM ) that have scuba observations in NUM italic_mu m ( and in three cases additional data at NUM italic_mu m ) . the sample , presented in table NUM , contains galaxies with morphologies ranging from elliptical to late spiral , but with no cases of irregular or interacting galaxies . all galaxies in this sample are relatively quiescent in terms of their star formation activity with RELOP_similar_to NUM italic_M POSTSUBSCRIPT_start MULOP_direct_product POSTSUBSCRIPT_end yr FLOATSUPERSCRIPT_start ADDOP_minus NUM FLOATSUPERSCRIPT_end , estimated using the bell ( NUM ) relation . because these galaxies are at moderately low redshift , with typical sizes of RELOP_similar_to NUM POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end , the main subcomponents ( bulge , disk , possibly spiral arms ) are easily resolved in data ranging from the optical down to NUM italic_mu m .                                                                                                                                                                                                                                                                                                                                                                    "
